32724|1/11/2017 4:38:00 PM +07:00|Random.ActivePower_kW
13517|1/11/2017 4:38:03 PM +07:00|Random.ActivePower_kW
20340|1/11/2017 4:38:06 PM +07:00|Random.ActivePower_kW
17235|1/11/2017 4:38:08 PM +07:00|Random.ActivePower_kW
9947|1/11/2017 4:38:11 PM +07:00|Random.ActivePower_kW
20917|1/11/2017 4:38:14 PM +07:00|Random.ActivePower_kW
32184|1/11/2017 4:38:17 PM +07:00|Random.ActivePower_kW
31094|1/11/2017 4:38:20 PM +07:00|Random.ActivePower_kW
253|1/11/2017 4:38:23 PM +07:00|Random.ActivePower_kW
15390|1/11/2017 4:38:26 PM +07:00|Random.ActivePower_kW
24497|1/11/2017 4:38:29 PM +07:00|Random.ActivePower_kW
27491|1/11/2017 4:38:32 PM +07:00|Random.ActivePower_kW
27940|1/11/2017 4:38:35 PM +07:00|Random.ActivePower_kW
7413|1/11/2017 4:38:38 PM +07:00|Random.ActivePower_kW
2790|1/11/2017 4:38:41 PM +07:00|Random.ActivePower_kW
32197|1/11/2017 4:38:45 PM +07:00|Random.ActivePower_kW
24148|1/11/2017 4:38:48 PM +07:00|Random.ActivePower_kW
12862|1/11/2017 4:38:52 PM +07:00|Random.ActivePower_kW
17230|1/11/2017 4:38:55 PM +07:00|Random.ActivePower_kW
4568|1/11/2017 4:38:58 PM +07:00|Random.ActivePower_kW
